"Numbering","Source","HusbandName","HusbandTribe ","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtribe3",,"HusbandGeneration ","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtribe3","WifeSubtribe4","WifeGeneration","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
285,"NQ50","الحسين بن زيد بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"ام سلمة بنت الحسين بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,2,1,,,,
286,"NQ50","على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,6,"ام كلثوم بنت الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",6,2,,,,,
287,"NQ51","الحسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام كلثوم بنت الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",6,,,,,,
290,"NQ51","الحسين بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,"ام حبيب بنت عمرو بن على","Quraysh","Qusayy","Hashim","Alid",,7,,1,,,,
291,"NQ51","عمرو بن على","Quraysh","Qusayy","Hashim","Alid",,6,"ام عبد الله بنت عقيل بن ابو طالب","Quraysh","Qusayy","Hashim",,,6,,1,,,,
293,"NQ51","الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,"رملة بنت سعيد بن زيد بن عمرو بن نفيل (بن عبد العزى بن رياح بن عبد الله بن قرط بن رزاح بن عدى بن كعب)","Quraysh","Adi b. Ka'b",,,,8,1,,,,,
298,"NQ52","محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ام كلثوم  بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,,,,,,
299,"NQ52","معاوية بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,7,"فاطمة  بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,2,2,,,,
303,"NQ53","الحسين بن عبد الله بن عبيد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Alid",,7,"ام القاسم بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,,,,,,
307,"NQ53","محمد بن عبد الله بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"ام سلمة بنت محمد بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,3,2,,,,
308,"NQ53","عيسى بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,7,"ام كلثوم بنت محمد بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,,2,,,,
309,"NQ53","عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"هند بنت ابو عبيدة بن عبد الله بن زمعة بن الاسود بن المطلب بن اسد بن عبد العزى بن قصى","Quraysh","Qusayy","Asad",,,8,3,3,,,,
310,"NQ53","عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"عاتكة بنت عبد الملك بن الحارث بن خالد بن العاصى بن هشام بن المغيرة بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,9,3,,,,,
311,"NQ54","عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"قريبة بنت ركيح/عبد الله بن ابو عبيدة بن عبد الله بن زمعة ( بن الاسود بن المطلب بن اسد بن عبد العزى بن قصىّ)","Quraysh","Qusayy","Asad",,,9,1,,,,,
312,"NQ54","ابو جعفر/عبد الله بن حسن بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"فاطمة بنت عبد الله بن الحسن بن الحسن بن على ","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,3,1,,,,
313,"NQ54","على بن الحسن بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"زينب بنت عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,4,3,,,,
315,"NQ54","يعقوب بن ابراهيم بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"أم كلثوم بنت على بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,,,,,,
316,"NQ54","محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"ام سلمة بنت محمد بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",,3,2,,,,
317,"NQ54","محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"فاختة بنت فليح بن محمد بن المنذر بن الزبير","Quraysh","Qusayy","Asad","Zubayrid",,9,1,,,,,
319,"NQ55","الحسن بن ابراهيم بن عبد الله بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"فاطمة بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
320,"NQ55","محمد بن ابو العباس بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,9,"زينب  بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
321,"NQ55","عيسى بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,7,"زينب  بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
322,,"محمد بن ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,9,"زينب  بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
323,"NQ55","ابراهيم بن ابراهيم بن الحسن بن زيد بن حسن بن على ","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"زينب  بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
324,"NQ55","عبد الله بن الحسن بن ابراهيم بن عبد الله بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",11,"زينب  بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
326,"NQ55","ابراهيم بن محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"صفية بنت عبد الله بن حسين بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,,,,,
329,"NQ55","موسى بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"ام سلمة بنت محمد بن طلحة بن عبد الله بن عبد الرحمن بن ابو بكر","Quraysh","Taym b. Murra",,,,10,1,,,,,
330,"NQ55","يحيى بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"خديجة بنت ابراهيم بن طلحة بن عمر بن عبيد الله بن معمر (بن عثمان بن عمرو بن كعب بن سعد بن تيم NQ 288)","Quraysh","Taym b. Murra",,,,9,1,,,,,
334,"NQ56","الحسن بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"عائشة بنت طلحة بن عمر بن عبيد الله بن معمر (بن عثمان بن عمرو بن كعب بن سعد بن تيم NQ 288)","Quraysh","Taym b. Murra",,,,8,2,,,,,
336,"NQ56","ابراهيم بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"ذبيخة بنت محمد بن عبد الله بن عبد الله بن ابو امية بن المغيرة","Quraysh","Makhzum",,,,8,3,,,,,
337,"NQ56","اسحاق بن ابراهيم بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"رقية بنت عبد الله بن الحسن بن الحسن","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,1,,,,,
347,"NQ59","الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",6,"ام اسحاق بنت طلحة بن عبيد الله","Quraysh","Taym b. Murra",,,,6,,1,,,,
354,"NQ59","الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,"فاطمة بنت الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",7,,,,,,
356,"NQ59","على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",7,"ام عبد الله بنت الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,4,,,,,
358,"NQ62","محمد بن عمر بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,7,"خديجة بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
359,"NQ62","محمد بن معاوية بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,8,"عبدة بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
360,"NQ62","على بن الحسين بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"عبدة بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,2,,,,,
362,"NQ62","داوود بن عثمان بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"ام كلثوم بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
363,"NQ62","داوود بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,7,"ام الحسن بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,2,,,,,
364,"NQ62","داوود بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,7,"فاطمة بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,1,,,,
365,"NQ62","على بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"علية بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
366,"NQ62","عبد الله بن معاوية بن عبد الله بن جعفر (بن ابو طالب)","Quraysh","Qusayy","Hashim","Alid",,8,"علية بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",,,,,,,
367,"NQ62","ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,8,"ام الحسين بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
368,"NQ63","محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"فروة بنت القاسم بن محمد بن ابو بكر","Quraysh","Taym b. Murra",,,,8,2,,,,,
372,"NQ63","عبيد الله بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"زينب بنت محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,,,,,,
373,"NQ63","عبيد الله بن محمد بن عمر بن على ","Quraysh","Qusayy","Hashim","Alid",,8,"زينب بنت محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,3,3,,,,
374,"NQ63","محمد الارقط بن عبد الله بن على بن حسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام سلمة بنت محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,2,,,,,
375,"NQ63","جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"فاطمة بنت الحسين بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,2,1,,,,
377,"NQ63","محمد بن ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,9,"فاطمة الكبرى بنت جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
378,"NQ63","محمد بن ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,9,"بريحة بنت  بنت جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
379,"NQ63","حمزة بن عبد الله بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"اسماء بنت جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,2,,,,
381,"NQ63","اسماعيل بن جعفر بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"ام ابراهيم بنت ابراهيم بن هشام بن اسماعيل بن هشام بن الوليد بن المغيرة","Quraysh","Makhzum",,,,9,1,1,,,,
386,"NQ64","العباس بن عيسى بن موسى بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,10,"فاطمة بنت عبد الله بن جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",11,,,,,,
387,"NQ64","على بن اسماعيل بن جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",11,"فاطمة بنت عبد الله بن جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",11,,,,,,
390,"NQ64","موسى بن جعفر بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"فاطمة بنت على بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
392,"NQ64","اسماعيل بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,8,"كلثم بنت عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,1,1,,,,
394,"NQ64","عبد الله بن جعفر بن محمد (بن على بن حسين بن على)","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"علية بنت الحسين بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,1,,,,
395,"NQ64","محمد بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام سلمة بنت محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,1,,,,,
398,"NQ65","على بن جعفر بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"فاطمة بنت محمد بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,1,,,,
399,"NQ65","حمزة بن عبد الله بن حسين بن على بن الحسين","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"زينب بنت محمد بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,1,,,,
400,"NQ65","محمد بن عبد الله بن داوود بن الحسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"زينب بنت محمد بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,2,3,,,,
401,"NQ65","اسحاق بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"عائشة بنت عمر بن عاصم بن عمر بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,10,1,,,,,
404,"NQ65","اسحاق بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"كلثم بنت اسماعيل بن عبد الرحمن بن القاسم بن محمد بن ابو بكر","Quraysh","Taym b. Murra",,,,10,,1,,,,
406,"NQ65","عبد الله بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"خديجة بنت اسحاق بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
407,"NQ65","محمد بن ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,9,"خديجة بنت اسحاق بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
408,"NQ65","عبد الرحمن بن القاسم بن اسحاق بن عبد الله بن جعفر بن على","Quraysh","Qusayy","Hashim","Alid",,10,"خديجة بنت اسحاق بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,2,,,,
409,"NQ66","زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ريطة بنت ابو هاشم/عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,1,,,,,
411,"NQ66","يحيى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"محبة بنت عمرو بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid","7(9 - see note)",,1,,,,
412,"NQ66","الحسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"خديجة بنت عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,1,2,,,,
414,"NQ66","الحسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"كلثم بنت عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",,1,3,,,,
416,"NQ66","محمد بن ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,9,"فاطمة بنت حسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,2,,,,
417,"NQ66","عيسى بن جعفر بن المنصور","Quraysh","Qusayy","Hashim","Alid",,10,"فاطمة بنت حسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
418,"NQ66","محمد بن محمد بن زيد بن على بن حسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"كلثم بنت حسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
419,"NQ66","على بن الحسين بن على بن عمر بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",11,"كلثم بنت حسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
420,"NQ67","الحسن بن عبد الله بن حسن بن جعفر بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",11,"ام الحسن بنت حسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
421,"NQ67","عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"عبدة بنت عمر بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,2,1,,,,
424,"NQ67","عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"عاتكة بنت الفضل بن عبد الرحمن بن العباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,9,1,,,,,
426,"NQ67","سليمان بن جعفر بن ابراهيم بن محمد بن على بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,11,"زينب بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
427,"NQ67","الحسن بن على بن جعفر بن اسحاق بن على بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,11,"زينب بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,,,,,
428,"NQ71","على بن الحسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"رقية  بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,2,,,,
429,"NQ71","جعفر بن الحسن بن على بن عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",11,"رقية  بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,1,,,,
430,"NQ71","جعفر الاكبر بن حسن بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"فاطمة بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
431,"NQ71","على بن حمزة بن القاسم بن حسن بن زيد بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",11,"فاطمة بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,2,,,,
432,"NQ71","محمد بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"عنادة بنت خلف بن حفص بن عمر بن عمرو بن حريث بن عمرو بن عثمان بن عبد الله بن عمر بن مخزوم","Quraysh","Makhzum",,,,10,3,1,,,,
433,"NQ72","محمد بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"فاطمة بنت على بن جعفر بن اسحاق بن على بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,11,1,2,,,,
434,"NQ72","الحسن بن حسين بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"فاطمة بنت محمد بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
435,"NQ72","محمد بن اسماعيل بن حسن بن زيد بن حسن ين على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"فاطمة بنت محمد بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
436,"NQ72","عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ام موسى بنت عمر بن على","Quraysh","Qusayy","Hashim","Alid",,7,2,1,,,,
438,"NQ72","عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ام اسحاق بنت محمد بن عبد الله بن الحارث بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,9,1,,,,,
439,"NQ72","على الاصغر بن عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام نوفل بنت عبد بن عمر بن نبية بن وهب بن عثمان بن ابو طلحة (بن عبد العزى بن عثمان بن عبد الدار بن قصى NQ252)","Quraysh","Qusayy","Abd al-Dar",,,10,3,1,,,,
441,"NQ72","موسى بن عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"عبيدة بنت الزبير بن هشام بن عروة بن الزبير بن العوام","Quraysh","Qusayy","Asad","Zubayrid",,9,1,2,,,,
443,"NQ72","جعفر الاكبر بن عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"فاطمة بنت عروة بن هشام بن عروة بن الزبير","Quraysh","Qusayy","Asad","Zubayrid",,9,1,,,,,
445,"NQ72","على بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ام ابيها بنت محمد بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,7,,1,,,,
448,"NQ73","الحسن بن على بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"جويرية بنت خالد بن ابو بكر بن عبيد الله بن عبد الله بن عمر بن الخطاب","Quraysh","Adi b. Ka'b",,,,11,1,,,,,
449,"NQ73","الحسن بن على بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام سعيد بنت سعيد بن محمد بن جبير بن مطعم بن عدى بن نوفل بن عبد مناف","Quraysh","Qusayy","Nawfal",,,8,1,1,,,,
450,"NQ73","الحسين بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ام خالد بنت حمزة بن مصعب بن الزبير","Quraysh","Qusayy","Asad","Zubayrid",,8,3,1,,,,
454,"NQ73","هارون الرشيد بن المهدى بن المنصور بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Alid",,10,"زينب بنت عبد الله بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
455,"NQ74","عبد الله بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام عمرو بنت عمرو بن الزبير بن عمرو بن عمرو بن الزبير","Quraysh","Qusayy","Asad","Zubayrid",,10,1,1,,,,
457,"NQ74","عبيد الله بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام ابيها بنت عبد الله بن عبيد الله بن العباس بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,9,1,,,,,
459,"NQ74","عبيد الله بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim",,"Husaynid",9,"ام عبيد الله بنت طلحة بن عمر بن عبيد الله بن معمر(بن عثمان بن عمرو بن كعب بن سعد بن تيم NQ 288)","Quraysh","Taym b. Murra",,,,8,1,,,,,
460,"NQ74","عبيد الله بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim",,"Husaynid",9,"حمادة بنت عبد الله بن صفوان بن عبد الله بن صفوان (بن امية بن خلف بن وهب بن خدافة بن جمح NQ386)","Quraysh","Jumah",,,,9,1,1,,,,
461,"NQ74","على بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim",,"Husaynid",9,"زينب بنت عون بن عبيد الله بن عبد الله بن الحارث بن نوفل (بن الحارث بن عبد المطلب)","Quraysh","Qusayy","Hashim",,,10,4,3,,,,
462,"NQ74","محمد بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim",,"Husaynid",9,"ام كلثوم بنت اسماعيل بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,8,1,1,,,,
463,"NQ74","الحسن بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim",,"Husaynid",9,"خليدة بنت مروان بن عنبسة بن سعيد بن العاصى","Quraysh","Qusayy","Umayyad",,,"8(10)",2,1,,,,
465,"NQ75","يحيى بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim",,"Husaynid",9,"فاطمة بنت هشام بن ابراهيم بن ابراهيم بن عبد بن الاسود بن هشام بن عمرو (بن ربيعة بن الحارث بن حبيب بن جذيمة بن مالك بن حسل بن عامر بن لؤى NQ432)","Quraysh","Amir b. Lu'ayy",,,,11,1,1,,,,
467,"NQ75","يحيى بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim",,"Husaynid",9,"ام حكيم بنت محمد بن سليمان بن عاصم بن عمر بن الخطاب","Quraysh","Adi b. Ka'b",,,,10,,1,,,,
469,"NQ75","ابراهيم بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim",,"Husaynid",9,"بريكة بنت عبيد الله بن محمد بن المنذر بن الزبير بن العوام","Quraysh","Qusayy","Asad","Zubayrid",,9,2,2,,,,
