"Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtrib3","HusbandSubtribe4","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtrib3","WifeSubtrib4","Generation wife","Sons","Daughters","H Lat","H Lng","W Lat","W Lng"
"NQ59","الاصبغ بن عبد العزيز بن مروان بن الحكم","Quraysh","Qusayy","Umayyad","Marwanid",,8,"سكينة بنت الحسين","Quraysh","Qusayy","Hashim","Alid","Husaynid",7,,,,,,
"NQ59","عبد الله بن عثمان بن عبد الله بن حكيم بن حزام بن خويلد","Quraysh","Qusayy","Asad",,,8,"سكينة بنت الحسين","Quraysh","Qusayy","Hashim","Alid","Husaynid",7,2,1,,,,
"NQ114","عبد الله بن عمرو بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,8,"فاطمة بنت حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",7,2,,,,,
"NQ39","ابراهيم بن افلح (بن عبد الرحمن بن أبي سفيان بن حويطب بن عبد العزى بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب)","Quraysh","Amir b. Lu'ayy",,,,8,"ام ابيها بنت عبد الله بن الحارث بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,,,,,,
"NQ39","محمد بن صفوان بن عبد الله بن صفوان","Quraysh","Jumah",,,,8,"ام ابيها بنت عبد الله بن الحارث بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,,,,,,
"NQ411","شعيب بن محمد بن عبد الله بن عمرو بن العاصى بن وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,8,"عمرة بنت عبید الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,7,1,1,,,,
"NQ30","عبيد الله بن قثم بن عباس بن عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,8,"لبابة بنت على بن عبد الله بن العباس ","Quraysh","Qusayy","Hashim","Abbasid",,7,1,1,,,,
"NQ39","عبد الواحد بن حمزة بن عبد الله بن الزبير","Quraysh","Qusayy","Zubayrid",,,8,"ميمونة بنت زبير بن الحارث بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,7,,,,,,
"NQ72","على بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ام ابيها بنت محمد بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,7,,1,,,,
"NQ72","عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ام موسى بنت عمر بن على","Quraysh","Qusayy","Hashim","Alid",,7,2,1,,,,
"NQ53","مروان بن ابان بن عثمان بن عفان","Quraysh","Qusayy","Umayyad","Uthmanid",,8,"ام القاسم بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,1,,,,,
"NQ50","الحسين بن زيد بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"ام سلمة بنت الحسين بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,2,1,,,,
"NQ52","محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ام كلثوم  بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,,,,,,
"NQ52","الوليد بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,8,"زينب بنت الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,,,,,,
"NQ32","وليد بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,8,"نفيسة بنت زيد بن حسن بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,,,,,,
"NQ62","ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,8,"ام الحسين بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
"NQ171","اسماعيل بن عبد الملك بن الحارث بن الحكم بن العاصى","Quraysh","Qusayy","Umayyad",,,8,"ام كلثوم بنت الحسين بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,5,,,,,
"NQ62","داوود بن عثمان بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"ام كلثوم بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
"NQ62","على بن الحسين بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"عبدة بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,2,,,,,
"NQ62","محمد بن معاوية بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,8,"عبدة بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
"NQ62","نوح بن ابراهيم بن محمد بن طلحة بن عبيد الله","Quraysh","Taym b. Murra",,,,8,"عبدة بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
"NQ62","على بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,"علية بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,,,,,,
"NQ78","يحيى بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,8,"اسماء بنت عون بن محمد بن عاى","Quraysh","Qusayy","Hashim","Alid",,8,,,,,,
"NQ421","عبد الرحمن بن عمرو بن عبد الرحمن بن عمرو بن سهيل بن عمرو بن عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,8,"بريكة بنت القاسم بن محمد بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,8,1,,,,,
"NQ66","زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ريطة بنت ابو هاشم/عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,1,,,,,
"NQ77","الحسن بن على بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,"لبابة بنت عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,1,,,,,
"NQ76","سعيد بن عبد الله بن عمرو بن سعيد بن العاصى بن امية","Quraysh","Qusayy","Umayyad",,,8,"لبابة بنت عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,,,,,,
"NQ76","عبيد الله بن على بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,"لبابة بنت عبد الله بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,,,,,,
"NQ79","الحسن بن عبيد الله بن العباس بن على","Quraysh","Qusayy","Hashim","Alid",,8,"ام الحارث بنت الفضل بن عباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,8,3,,,,,
"NQ368","ابو بكر بن محمد بن عبد الله بن عمرو بن المؤمل بن حبيب بن تميم بن عبد الله بن قرط","Quraysh","Adi b. Ka'b",,,,8,"رقية بنت يعقوب بن سعد بن نوفل بن الحارث بن عبد المطلب بن هاشم","Quraysh","Qusayy","Hashim",,,8,1,,,,,
"NQ272","محمد بن عبد العزيز بن عمر بن عبد الرحمن بن عوف بن عبد سهيل بن عوف بن عبد بن الحارث","Quraysh","Zuhra",,,,8,"هند بنت عبيد الله بن الحارث بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,8,1,,,,,
"NQ53","ابو بكر بن عبد الملك بن مروان","Quraysh","Qusayy","Umayyad","Marwanid",,8,"فاطمة بنت محمد بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,,,,,,
"NQ78","عبد الله بن جعفر الاصغر بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,"امينة الكبرى بنت حسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,1,,,,,
"NQ63","عبيد الله بن محمد بن عمر بن على ","Quraysh","Qusayy","Hashim","Alid",,8,"زينب بنت محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,3,3,,,,
"NQ64","اسماعيل بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,8,"كلثم بنت عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,1,1,,,,
"NQ30","جعفر بن ابو جعفر المنصوربن محمد بن على بن عبد الله","Quraysh","Qusayy","Hashim","Abbasid",,8,"بريحة بنت عبيد الله بن قثم بن عباس بن عبيد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,9,,,,,,
"NQ72","عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",8,"ام اسحاق بنت محمد بن عبد الله بن الحارث بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,9,1,,,,,
"NQ273","محمد بن المعتمر بن عياض بن حمزة بن عوف بن عبد عوف بن عبد بن الحارث","Quraysh","Zuhra",,,,8,"بنت القاسم بن عباس بن محمد بن معتب بن ابو لهب","Quraysh","Qusayy","Hashim",,,9,1,,,,,
"NQ38","محمد بن العباس الاكبر بن عبد الله","Quraysh","Qusayy","Hashim","Abbasid",,8,"نفيسة بنت عبد الله بن الفضل بن العباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,9,3,,,,,
"NQ120","زيد بن عمر بن عثمان","Quraysh","Qusayy","Umayyad","Uthmanid",,8,"سكينة بنت الحسين","Quraysh","Qusayy","Hashim","Alid","Husaynid",,,,,,,
"NQ62","عبد الله بن معاوية بن عبد الله بن جعفر (بن ابو طالب)","Quraysh","Qusayy","Hashim",,,8,"علية بنت على الاصغر بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",,,,,,,
"NQ51","الحسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام كلثوم بنت الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",6,,,,,,
"NQ63","جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"فاطمة بنت الحسين بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",8,2,1,,,,
"NQ77","جعفر بن اسحاق بن على بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,9,"فاطمة بنت على بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,1,,,,,
"NQ74","محمد بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام كلثوم بنت اسماعيل بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,8,1,1,,,,
"NQ53","محمد بن عبد الله بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"ام سلمة بنت محمد بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,3,2,,,,
"NQ54","يعقوب بن ابراهيم بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"أم كلثوم بنت على بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,,,,,,
"NQ56","اسحاق بن ابراهيم بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"رقية بنت عبد الله بن الحسن بن الحسن","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,1,,,,,
"NQ54","على بن الحسن بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"زينب بنت عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,4,3,,,,
"NQ54","ابو جعفر/عبد الله بن حسن بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"فاطمة بنت عبد الله بن الحسن بن الحسن بن على ","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,3,1,,,,
"NQ63","محمد الارقط بن عبد الله بن على بن حسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام سلمة بنت محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,2,,,,,
"NQ64","محمد بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام سلمة بنت محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,1,,,,,
"NQ66","الحسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"خديجة بنت عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,1,2,,,,
"NQ63","عبيد الله بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"زينب بنت محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,,,,,,
"NQ67","عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"عبدة بنت عمر بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,2,1,,,,
"NQ330","محمد بن عبد الله بن محمد بن على بن عبد الله بن عباس","Quraysh","Qusayy","Hashim","Abbasid",,9,"ريطة بنت عبد الله بن محمد بن على بن عبد الله بن عباس ","Quraysh","Qusayy","Hashim","Abbasid",,9,2,,,,,
"NQ74","عبيد الله بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"ام ابيها بنت عبد الله بن عبيد الله بن العباس بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,9,1,,,,,
"NQ77","على بن الحسن بن على بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,9,"علية بنت عون بن على بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,9,1,,,,,
"NQ67","عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"عاتكة بنت الفضل بن عبد الرحمن بن العباس بن ربيعة بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,9,1,,,,,
,"محمد بن ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,9,"زينب  بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
"NQ55","محمد بن ابو العباس بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,9,"زينب  بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
"NQ80","عبد الله بن محمد بن عمر بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,9,"ام الحسين بنت عبد الله بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,2,1,,,,
"NQ63","محمد بن ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,9,"بريحة بنت  بنت جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ65","عبد الله بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"خديجة بنت اسحاق بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ65","محمد بن ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,9,"خديجة بنت اسحاق بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ63","محمد بن ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,9,"فاطمة الكبرى بنت جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ66","محمد بن ابراهيم بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,9,"فاطمة بنت حسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,2,,,,
"NQ64","موسى بن جعفر بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"فاطمة بنت على بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ80","عبيد الله بن محمد بن عمر بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid",,9,"بنت الحسن بن الزبير بن الوليد بن سعيد بن نوفل بن الحارث بن عبد المطلب","Quraysh","Qusayy","Hashim",,,10,2,,,,,
"NQ74","على بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"زينب بنت عون بن عبيد الله بن عبد الله بن الحارث بن نوفل (بن الحارث بن عبد المطلب)","Quraysh","Qusayy","Hashim",,,10,4,3,,,,
"NQ72","محمد بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"فاطمة بنت على بن جعفر بن اسحاق بن على بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,11,1,2,,,,
"NQ66","يحيى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"محبة بنت عمرو بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,,1,,,,
"NQ54","محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",9,"ام سلمة بنت محمد بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",,3,2,,,,
"NQ66","الحسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",9,"كلثم بنت عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",,1,3,,,,
"NQ131","عبد الله بن خالد بن يزيد بن معاوية بن ابو سفيان بن حرب","Quraysh","Qusayy","Umayyad","Sufyanid",,9,"نفيسة بنت عبيد الله بن العباس بن على","Quraysh","Qusayy","Hashim","Alid",,,,,,,,
"NQ78","ابو بكر/ابن القلمس بن عثمان بن عبيد الله بن عبد الله بن عمر بن الخطاب","Quraysh","Adi b. Ka'b",,,,10,"ام كلثوم بنت ابراهيم بن محمد بن على ","Quraysh","Qusayy","Hashim","Alid",,8,1,,,,,
"NQ77","عبد العزيز بن سلمة بن عبد الله بن سلمة بن عمر بن ابو سلمة ( بن عبد الاسد بن هلال بن عبد الله بن عمر بن مخزوم)","Quraysh","Makhzum",,,,10,"بريكة بنت القاسم بن محمد بن على","Quraysh","Qusayy","Hashim","Alid",,8,,,,,,
"NQ55","ابراهيم بن ابراهيم بن الحسن بن زيد بن حسن بن على ","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"زينب  بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
"NQ55","الحسن بن ابراهيم بن عبد الله بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"فاطمة بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
"NQ63","حمزة بن عبد الله بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"اسماء بنت جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,2,,,,
"NQ65","عبد الرحمن بن القاسم بن اسحاق بن عبد الله بن جعفر بن على","Quraysh","Qusayy","Hashim","Alid",,10,"خديجة بنت اسحاق بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,2,,,,
"NQ71","على بن الحسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"رقية  بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,2,,,,
"NQ73","هارون الرشيد بن المهدى بن المنصور بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,10,"زينب بنت عبد الله بن الحسين بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ65","حمزة بن عبد الله بن حسين بن على بن الحسين","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"زينب بنت محمد بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,1,,,,
"NQ65","محمد بن عبد الله بن داوود بن الحسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"زينب بنت محمد بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,2,3,,,,
"NQ55","ابراهيم بن محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"صفية بنت عبد الله بن حسين بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,,,,,
"NQ64","عبد الله بن جعفر بن محمد (بن على بن حسين بن على)","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"علية بنت الحسين بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,1,,,,
"NQ66","عيسى بن جعفر بن المنصور","Quraysh","Qusayy","Hashim","Abbasid",,10,"فاطمة بنت حسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ71","جعفر الاكبر بن حسن بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"فاطمة بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ72","الحسن بن حسين بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"فاطمة بنت محمد بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ72","محمد بن اسماعيل بن حسن بن زيد بن حسن ين على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,"فاطمة بنت محمد بن زيد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ65","على بن جعفر بن محمد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"فاطمة بنت محمد بن عبد الله بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,1,,,,
"NQ66","محمد بن محمد بن زيد بن على بن حسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,"كلثم بنت حسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ64","العباس بن عيسى بن موسى بن محمد بن على بن عبد الله بن العباس","Quraysh","Qusayy","Hashim","Abbasid",,10,"فاطمة بنت عبد الله بن جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",11,,,,,,
"NQ55","عبد الله بن الحسن بن ابراهيم بن عبد الله بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",11,"زينب  بنت محمد بن عبد الله بن الحسن بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",10,,,,,,
"NQ67","الحسن بن عبد الله بن حسن بن جعفر بن حسن بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",11,"ام الحسن بنت حسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ71","جعفر بن الحسن بن على بن عمر بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",11,"رقية  بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,1,,,,
"NQ67","الحسن بن على بن جعفر بن اسحاق بن على بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,11,"زينب بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,1,,,,,
"NQ67","سليمان بن جعفر بن ابراهيم بن محمد بن على بن عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,11,"زينب بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ71","على بن حمزة بن القاسم بن حسن بن زيد بن حسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",11,"فاطمة بنت عيسى بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,2,,,,
"NQ66","على بن الحسين بن على بن عمر بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",11,"كلثم بنت حسين بن زيد بن على بن الحسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",10,,,,,,
"NQ64","على بن اسماعيل بن جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",11,"فاطمة بنت عبد الله بن جعفر بن محمد بن على بن حسين بن على","Quraysh","Qusayy","Hashim","Alid","Husaynid",11,,,,,,
"NQ17","الاجحم بن دندنة بن عمرو بن القين بن رزاح بن عمرو بن سعد بن كعب بن عمرو من خزاعة","Khuza'a",,,,,,"حيّة بنت هاشم بن عبد مناف","Quraysh","Qusayy","Hashim",,,3,5,6,,,,
"NQ28","عبد الله بن ابو مسروح من بنو سعد بن بكر","Qays Aylan","Hawazin","Sa'd b. Bakr",,,,"صفية بنت العباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,5,1,,,,,
"NQ82","الحجاج بن يوسف","Thaqif",,,,,,"ام كلثوم بنت عبد الله بن جعفر بن ابو طالب","Quraysh","Qusayy","Hashim",,,7,,,,,,
"NQ50","عبد الله بن هاشم بن المسور بن مخرمة","Unknown",,,,,7,"ام سلمة بنت عمرو بن الحسن بن على","Quraysh","Qusayy","Hashim","Alid","Hasanid",7,,,,,,
"NQ28","ابو موسى الاسعرى (عبد الله بن قيس)","Yemen","Ash'ar",,,,,"ام كلثوم بنت فضل بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,1,,,,,
"NQ26","ابو موسى عبد الله بن قيس","Yemen","Ash'ar",,,,,"ام كلثوم بنت فضل بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,6,1,,,,,
